CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
13709,4,13,6307.65,4,4,4,444,Champion
15005,16,28,6295.37,4,4,4,444,Champion
16126,30,4,6287.77,3,3,4,334,Loyal Customer
17315,2,38,6281.23,4,4,4,444,Champion
14057,24,17,6211.66,3,4,4,344,Loyal Customer
12357,34,1,6207.67,3,2,4,324,Potential Loyalist
14060,5,19,6140.42,4,4,4,444,Champion
13418,12,18,6127.43,4,4,4,444,Champion
15939,90,15,6115.01,2,4,4,244,At Risk
17509,58,8,6083.64,2,4,4,244,At Risk
14735,4,32,6065.69,4,4,4,444,Champion
13097,33,10,6003.22,3,4,4,344,Loyal Customer
12637,68,8,6002.90,2,4,4,244,At Risk
14101,74,6,5976.79,2,4,4,244,At Risk
15382,15,6,5955.71,4,4,4,444,Champion
14944,30,12,5900.25,3,4,4,344,Loyal Customer
13209,31,8,5891.61,3,4,4,344,Loyal Customer
13534,3,25,5870.08,4,4,4,444,Champion
14505,18,8,5859.43,4,4,4,444,Champion
14415,2,13,5855.57,4,4,4,444,Champion
13050,15,17,5836.86,4,4,4,444,Champion
12720,3,25,5781.73,4,4,4,444,Champion
15218,11,11,5756.89,4,4,4,444,Champion
17686,8,7,5739.46,4,4,4,444,Champion
13316,38,4,5732.93,3,3,4,334,Loyal Customer
13178,27,11,5725.47,3,4,4,344,Loyal Customer
16553,164,12,5719.82,1,4,4,144,At Risk
13468,2,37,5704.97,4,4,4,444,Champion
14110,4,12,5683.15,4,4,4,444,Champion
17716,23,11,5655.99,3,4,4,344,Loyal Customer
13004,12,18,5655.91,4,4,4,444,Champion
17049,3,9,5655.03,4,4,4,444,Champion
18118,11,26,5625.08,4,4,4,444,Champion
17757,2,30,5593.39,4,4,4,444,Champion
12839,3,14,5591.42,4,4,4,444,Champion
12481,23,10,5579.82,3,4,4,344,Loyal Customer
14688,8,21,5579.10,4,4,4,444,Champion
14049,17,4,5578.72,4,3,4,434,Loyal Customer
16767,31,11,5575.56,3,4,4,344,Loyal Customer
12539,23,4,5568.35,3,3,4,334,Loyal Customer
16161,2,19,5533.67,4,4,4,444,Champion
18225,4,12,5504.96,4,4,4,444,Champion
16609,16,7,5493.46,4,4,4,444,Champion
15805,24,17,5488.18,3,4,4,344,Loyal Customer
16985,18,10,5464.12,4,4,4,444,Champion
16265,10,9,5447.00,4,4,4,444,Champion
18198,5,17,5425.56,4,4,4,444,Champion
12490,6,10,5417.93,4,4,4,444,Champion
17809,17,12,5411.91,4,4,4,444,Champion
16701,9,13,5398.30,4,4,4,444,Champion
17719,38,15,5396.04,3,4,4,344,Loyal Customer
17850,373,34,5391.21,1,4,4,144,At Risk
16303,26,3,5360.63,3,3,4,334,Loyal Customer
13269,2,15,5343.28,4,4,4,444,Champion
17730,4,13,5298.48,4,4,4,444,Champion
15150,18,10,5291.33,4,4,4,444,Champion
17061,74,11,5232.23,2,4,4,244,At Risk
18226,45,11,5228.05,3,4,4,344,Loyal Customer
12362,4,10,5226.23,4,4,4,444,Champion
16258,46,5,5203.51,3,4,4,344,Loyal Customer
13756,3,14,5189.52,4,4,4,444,Champion
16191,3,13,5180.52,4,4,4,444,Champion
15727,17,7,5159.06,4,4,4,444,Champion
13599,2,21,5149.92,4,4,4,444,Champion
17858,6,12,5140.66,4,4,4,444,Champion
15903,10,7,5126.76,4,4,4,444,Champion
13941,22,5,5112.96,3,4,4,344,Loyal Customer
15046,10,15,5090.42,4,4,4,444,Champion
16700,9,13,5076.55,4,4,4,444,Champion
13139,17,7,5064.94,4,4,4,444,Champion
12432,43,5,5059.32,3,4,4,344,Loyal Customer
17602,3,6,5054.42,4,4,4,444,Champion
15301,51,12,5049.95,3,4,4,344,Loyal Customer
17426,9,6,5037.26,4,4,4,444,Champion
15719,33,13,5030.07,3,4,4,344,Loyal Customer
14755,10,11,5010.28,4,4,4,444,Champion
14562,4,18,5006.77,4,4,4,444,Champion
12444,22,5,5005.46,3,4,4,344,Loyal Customer
14329,18,7,4975.24,4,4,4,444,Champion
15032,257,3,4959.10,1,3,4,134,At Risk
12437,2,18,4951.41,4,4,4,444,Champion
12700,8,4,4939.99,4,3,4,434,Loyal Customer
14709,16,13,4921.04,4,4,4,444,Champion
15786,47,3,4919.00,3,3,4,334,Loyal Customer
15547,8,14,4910.60,4,4,4,444,Champion
17133,16,7,4892.24,4,4,4,444,Champion
12664,9,9,4881.88,4,4,4,444,Champion
12688,114,1,4873.81,2,1,4,214,Potential Loyalist
14292,8,9,4871.93,4,4,4,444,Champion
17652,26,12,4867.72,3,4,4,344,Loyal Customer
15738,19,16,4812.42,3,4,4,344,Loyal Customer
13013,2,13,4810.94,4,4,4,444,Champion
15298,3,12,4799.90,4,4,4,444,Champion
15555,13,16,4794.86,4,4,4,444,Champion
15187,2,16,4777.18,4,4,4,444,Champion
17365,13,8,4767.36,4,4,4,444,Champion
12955,2,11,4757.16,4,4,4,444,Champion
14180,11,25,4748.52,4,4,4,444,Champion
15152,10,13,4745.69,4,4,4,444,Champion
16722,18,13,4730.81,4,4,4,444,Champion
17690,31,15,4726.80,3,4,4,344,Loyal Customer
12714,10,5,4708.86,4,4,4,444,Champion
14135,2,15,4690.31,4,4,4,444,Champion
14191,2,13,4684.76,4,4,4,444,Champion
15291,26,15,4668.30,3,4,4,344,Loyal Customer
14189,3,15,4654.08,4,4,4,444,Champion
14390,11,9,4642.57,4,4,4,444,Champion
14159,20,11,4630.35,3,4,4,344,Loyal Customer
14286,24,3,4628.75,3,3,4,334,Loyal Customer
13802,139,3,4599.42,2,3,4,234,At Risk
15093,19,6,4597.02,3,4,4,344,Loyal Customer
14004,44,7,4582.64,3,4,4,344,Loyal Customer
16931,6,21,4554.87,4,4,4,444,Champion
17068,13,21,4552.14,4,4,4,444,Champion
17613,23,14,4544.55,3,4,4,344,Loyal Customer
12484,33,6,4527.32,3,4,4,344,Loyal Customer
13267,3,19,4521.49,4,4,4,444,Champion
15299,68,7,4507.01,2,4,4,244,At Risk
12524,10,8,4485.72,4,4,4,444,Champion
17975,16,13,4483.26,4,4,4,444,Champion
14426,24,10,4481.67,3,4,4,344,Loyal Customer
12627,11,7,4478.53,4,4,4,444,Champion
17364,1,11,4462.68,4,4,4,444,Champion
16984,89,2,4459.52,2,2,4,224,Potential Loyalist
13069,1,24,4431.44,4,4,4,444,Champion
14085,3,18,4421.29,4,4,4,444,Champion
15955,25,14,4416.26,3,4,4,344,Loyal Customer
16626,1,17,4413.10,4,4,4,444,Champion
15874,64,7,4405.88,2,4,4,244,At Risk
14534,3,18,4397.30,4,4,4,444,Champion
12712,29,13,4396.13,3,4,4,344,Loyal Customer
13505,73,4,4393.63,2,3,4,234,At Risk
12752,82,1,4366.78,2,1,4,214,Potential Loyalist
16945,22,19,4345.50,3,4,4,344,Loyal Customer
14016,162,4,4341.21,1,3,4,134,At Risk
14800,48,12,4331.79,3,4,4,344,Loyal Customer
17567,8,8,4331.48,4,4,4,444,Champion
18251,88,1,4314.72,2,1,4,214,Potential Loyalist
12347,3,7,4310.00,4,4,4,444,Champion
17937,9,7,4301.22,4,4,4,444,Champion
15034,16,8,4274.16,4,4,4,444,Champion
14422,1,6,4263.64,4,4,4,444,Champion
12500,24,11,4257.82,3,4,4,344,Loyal Customer
17419,12,12,4226.57,4,4,4,444,Champion
14525,20,9,4215.90,3,4,4,344,Loyal Customer
15804,1,13,4206.39,4,4,4,444,Champion
15971,18,12,4199.85,4,4,4,444,Champion
12747,3,11,4196.01,4,4,4,444,Champion
14146,9,5,4191.00,4,4,4,444,Champion
14277,16,3,4188.00,4,3,4,434,Loyal Customer
12949,31,8,4167.22,3,4,4,344,Loyal Customer
13384,31,7,4151.93,3,4,4,344,Loyal Customer
15570,8,12,4148.82,4,4,4,444,Champion
13988,20,6,4147.96,3,4,4,344,Loyal Customer
12569,3,32,4124.69,4,4,4,444,Champion
17920,5,17,4119.50,4,4,4,444,Champion
16592,5,16,4113.68,4,4,4,444,Champion
13555,74,4,4098.88,2,3,4,234,At Risk
16401,2,12,4098.32,4,4,4,444,Champion
18041,12,21,4097.37,4,4,4,444,Champion
16670,17,11,4095.90,4,4,4,444,Champion
12749,4,5,4090.88,4,4,4,444,Champion
14092,8,14,4076.91,4,4,4,444,Champion
12449,23,4,4067.29,3,3,4,334,Loyal Customer
17377,24,20,4058.32,3,4,4,344,Loyal Customer
18087,99,2,4055.72,2,2,4,224,Potential Loyalist
14401,5,13,4051.48,4,4,4,444,Champion
12656,18,5,4051.17,3,4,4,344,Loyal Customer
16549,11,10,4034.90,4,4,4,444,Champion
13815,23,4,4027.36,3,3,4,334,Loyal Customer
15514,13,11,4023.72,4,4,4,444,Champion
17940,50,10,4020.04,3,4,4,344,Loyal Customer
12957,10,8,4017.54,4,4,4,444,Champion
12867,27,7,4009.34,3,4,4,344,Loyal Customer
12378,130,1,4008.62,2,1,4,214,Potential Loyalist
16186,23,12,4006.94,3,4,4,344,Loyal Customer
12841,5,25,3991.58,4,4,4,444,Champion
17001,1,11,3989.57,4,4,4,444,Champion
15416,65,4,3984.32,2,3,4,234,At Risk
12779,38,8,3981.36,3,4,4,344,Loyal Customer
12727,11,7,3980.70,4,4,4,444,Champion
14547,4,8,3974.75,4,4,4,444,Champion
14299,9,9,3965.62,4,4,4,444,Champion
13523,34,5,3964.88,3,4,4,344,Loyal Customer
15529,23,11,3962.60,3,4,4,344,Loyal Customer
17611,8,15,3961.12,4,4,4,444,Champion
13183,8,9,3957.78,4,4,4,444,Champion
17769,13,10,3957.43,4,4,4,444,Champion
17651,12,10,3945.00,4,4,4,444,Champion
12473,30,5,3928.05,3,4,4,344,Loyal Customer
17593,4,5,3923.86,4,4,4,444,Champion
14739,5,7,3902.28,4,4,4,444,Champion
13999,11,12,3901.81,4,4,4,444,Champion
14291,2,11,3883.25,4,4,4,444,Champion
15195,3,1,3861.00,4,2,4,424,New Customer
18073,115,12,3859.82,2,4,4,244,At Risk
12662,1,11,3849.78,4,4,4,444,Champion
16717,24,6,3843.08,3,4,4,344,Loyal Customer
13266,12,12,3834.26,4,4,4,444,Champion
17091,3,9,3827.76,4,4,4,444,Champion
16327,15,6,3820.27,4,4,4,444,Champion
12755,281,2,3811.95,1,3,4,134,At Risk
12597,20,4,3811.22,3,3,4,334,Loyal Customer
15867,6,15,3810.14,4,4,4,444,Champion
13435,6,7,3809.89,4,4,4,444,Champion
12668,12,4,3807.15,4,3,4,434,Loyal Customer
16145,9,11,3799.49,4,4,4,444,Champion
16655,18,6,3789.52,4,4,4,444,Champion
16168,11,27,3787.60,4,4,4,444,Champion
16019,47,9,3786.24,3,4,4,344,Loyal Customer
12562,9,7,3781.74,4,4,4,444,Champion
17173,6,8,3766.60,4,4,4,444,Champion
13124,90,3,3756.33,2,3,4,234,At Risk
12429,10,4,3750.40,4,3,4,434,Loyal Customer
14145,47,4,3742.20,3,3,4,334,Loyal Customer
13552,67,12,3740.07,2,4,4,244,At Risk
16570,16,10,3738.40,4,4,4,444,Champion
12502,96,5,3723.87,2,3,4,234,At Risk
12647,23,12,3722.82,3,4,4,344,Loyal Customer
13680,2,4,3719.12,4,3,4,434,Loyal Customer
17238,3,17,3719.10,4,4,4,444,Champion
16240,25,2,3718.80,3,2,4,324,Potential Loyalist
14364,109,8,3717.35,2,4,4,244,At Risk
15845,18,8,3711.77,4,4,4,444,Champion
15622,44,9,3709.56,3,4,4,344,Loyal Customer
17819,72,7,3704.87,2,4,4,244,At Risk
15379,170,7,3703.29,1,4,4,144,At Risk
14282,4,15,3701.44,4,4,4,444,Champion
12553,9,10,3692.28,4,4,4,444,Champion
16253,67,2,3683.86,2,2,4,224,Potential Loyalist
13148,30,12,3683.26,3,4,4,344,Loyal Customer
15581,121,13,3675.77,2,4,4,244,At Risk
15296,51,6,3672.86,3,4,4,344,Loyal Customer
16904,5,16,3653.75,4,4,4,444,Champion
15808,307,4,3651.27,1,3,4,134,At Risk
12417,4,9,3649.10,4,4,4,444,Champion
13426,1,10,3641.32,4,4,4,444,Champion
12619,17,9,3641.24,4,4,4,444,Champion
16440,8,5,3640.67,4,4,4,444,Champion
13381,32,6,3639.31,3,4,4,344,Loyal Customer
17230,265,8,3638.41,1,4,4,144,At Risk
17528,2,8,3628.50,4,4,4,444,Champion
13327,39,8,3627.77,3,4,4,344,Loyal Customer
13520,59,6,3624.35,2,4,4,244,At Risk
13082,127,9,3613.63,2,4,4,244,At Risk
18079,46,4,3613.15,3,3,4,334,Loyal Customer
16712,10,11,3611.31,4,4,4,444,Champion
15505,53,5,3610.96,2,4,4,244,At Risk
13137,11,8,3603.29,4,4,4,444,Champion
14543,29,16,3599.73,3,4,4,344,Loyal Customer
15484,2,4,3590.41,4,3,4,434,Loyal Customer
14132,3,11,3586.03,4,4,4,444,Champion
16242,9,7,3579.86,4,4,4,444,Champion
17576,9,19,3564.83,4,4,4,444,Champion
14040,41,12,3560.32,3,4,4,344,Loyal Customer
17203,36,6,3560.08,3,4,4,344,Loyal Customer
17491,2,10,3558.87,4,4,4,444,Champion
15544,10,9,3546.71,4,4,4,444,Champion
14503,4,6,3543.26,4,4,4,444,Champion
12370,52,4,3541.94,2,3,4,234,At Risk
13448,17,6,3534.69,4,4,4,444,Champion
12454,57,1,3528.34,2,2,4,224,Potential Loyalist
17160,32,6,3518.03,3,4,4,344,Loyal Customer
13953,8,7,3515.68,4,4,4,444,Champion
15113,10,3,3509.43,4,3,4,434,Loyal Customer
16131,52,6,3506.54,2,4,4,244,At Risk
13334,83,3,3502.32,2,3,4,234,At Risk
14907,4,7,3501.10,4,4,4,444,Champion
16458,3,18,3482.74,4,4,4,444,Champion
14395,3,9,3479.91,4,4,4,444,Champion
13993,43,9,3466.36,3,4,4,344,Loyal Customer
13014,11,10,3466.28,4,4,4,444,Champion
15410,85,8,3450.84,2,4,4,244,At Risk
16360,5,6,3450.41,4,4,4,444,Champion
15129,51,11,3447.40,3,4,4,344,Loyal Customer
13536,2,7,3444.39,4,4,4,444,Champion
15974,40,7,3442.15,3,4,4,344,Loyal Customer
17725,17,11,3439.08,4,4,4,444,Champion
15676,19,3,3435.76,3,3,4,334,Loyal Customer
14221,43,9,3432.80,3,4,4,344,Loyal Customer
12406,23,2,3415.30,3,2,4,324,Potential Loyalist
15981,25,8,3408.48,3,4,4,344,Loyal Customer
17758,20,8,3408.20,3,4,4,344,Loyal Customer
13437,15,7,3408.06,4,4,4,444,Champion
17669,43,7,3406.72,3,4,4,344,Loyal Customer
13198,11,6,3401.24,4,4,4,444,Champion
15228,67,4,3386.71,2,3,4,234,At Risk
13842,59,9,3385.62,2,4,4,244,At Risk
16011,9,16,3352.96,4,4,4,444,Champion
14227,27,10,3350.96,3,4,4,344,Loyal Customer
16818,11,11,3349.57,4,4,4,444,Champion
16607,18,14,3347.71,4,4,4,444,Champion
17183,8,6,3347.31,4,4,4,444,Champion
12643,129,6,3344.64,2,4,4,244,At Risk
12613,58,5,3344.38,2,4,4,244,At Risk
13015,54,5,3339.64,2,4,4,244,At Risk
12594,38,10,3338.22,3,4,4,344,Loyal Customer
16556,67,7,3313.79,2,4,4,244,At Risk
13373,61,3,3312.25,2,3,4,234,At Risk
14841,54,6,3295.76,2,4,4,244,At Risk
15632,16,8,3285.31,4,4,4,444,Champion
12480,29,4,3281.63,3,3,4,334,Loyal Customer
15764,89,6,3279.97,2,4,4,244,At Risk
17723,128,6,3276.40,2,4,4,244,At Risk
14702,2,17,3251.79,4,4,4,444,Champion
13952,218,2,3251.07,1,3,4,134,At Risk
13047,32,10,3237.54,3,4,4,344,Loyal Customer
15708,41,7,3235.25,3,4,4,344,Loyal Customer
14175,60,3,3222.30,2,3,4,234,At Risk
13880,22,13,3219.77,3,4,4,344,Loyal Customer
15443,2,7,3213.59,4,4,4,444,Champion
14388,11,8,3212.84,4,4,4,444,Champion
16107,18,7,3204.16,4,4,4,444,Champion
13868,8,2,3192.54,4,2,4,424,New Customer
13758,12,7,3190.55,4,4,4,444,Champion
14844,64,4,3189.81,2,3,4,234,At Risk
17220,25,14,3187.55,3,4,4,344,Loyal Customer
17050,97,6,3185.64,2,4,4,244,At Risk
12456,45,3,3181.04,3,3,4,334,Loyal Customer
17672,51,2,3178.17,3,2,4,324,Potential Loyalist
13268,18,11,3174.75,3,4,4,344,Loyal Customer
16837,32,11,3170.98,3,4,4,344,Loyal Customer
16041,31,3,3166.40,3,3,4,334,Loyal Customer
17863,60,6,3160.00,2,4,4,244,At Risk
15065,38,4,3158.13,3,3,4,334,Loyal Customer
17685,17,7,3155.83,4,4,4,444,Champion
15861,13,8,3146.92,4,4,4,444,Champion
14235,76,5,3144.86,2,4,4,244,At Risk
17231,13,10,3124.72,4,4,4,444,Champion
13685,3,7,3119.44,4,4,4,444,Champion
16678,3,12,3109.99,4,4,4,444,Champion
13742,17,12,3107.87,4,4,4,444,Champion
14099,17,11,3104.17,4,4,4,444,Champion
15491,96,6,3100.09,2,4,4,244,At Risk
14257,65,5,3099.72,2,4,4,244,At Risk
14565,96,4,3099.12,2,3,4,234,At Risk
13135,197,1,3096.00,1,1,4,114,Lost Customer
16156,9,9,3092.04,4,4,4,444,Champion
13362,10,4,3090.74,4,3,4,434,Loyal Customer
16218,30,7,3084.68,3,4,4,344,Loyal Customer
13869,124,4,3083.65,2,3,4,234,At Risk
17059,30,5,3080.39,3,4,4,344,Loyal Customer
15998,37,5,3080.22,3,4,4,344,Loyal Customer
18272,3,6,3078.58,4,4,4,444,Champion
12910,24,8,3075.04,3,4,4,344,Loyal Customer
13631,100,11,3070.42,2,4,4,244,At Risk
16940,53,3,3049.88,2,3,4,234,At Risk
16393,3,13,3040.96,4,4,4,444,Champion
16326,6,14,3039.22,4,4,4,444,Champion
17799,23,10,3039.17,3,4,4,344,Loyal Customer
16905,6,7,3037.60,4,4,4,444,Champion
16709,85,5,3029.87,2,3,4,234,At Risk
12598,10,8,3023.08,4,4,4,444,Champion
